-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
-1466.6 -23.851 0.484 5974.9 6.7053 0.5177 5837.8 0 0.37265 0 0 0 0 0 0
