0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-70.85 -39.604 0.48303 -1.2 0 0.49841 -72.099 14.692 0.38095 0 0 0 0 0 0
-553.1 -298.6 0.48449 -0.44995 -14.925 0.50037 -51.849 39.604 0.38046 0 0 0 0 0 0
-503.35 27.907 0.48376 350.55 492 0.50305 337.4 345.61 0.38413 0 0 0 0 0 0
-47.35 454.96 0.48181 372.8 -5.0314 0.50623 263.15 -89.744 0.37167 0 0 0 0 0 0
48.65 581.31 0.48352 143.8 -23.31 0.51575 -164.35 59.965 0.37582 0 0 0 0 0 0
